y,X
World,Iraq Won't Send New Delegation to Najaf
Sci/Tech,A DIFFERENT SPIN (SiliconValley.com)
Sci/Tech,Sex spam clogs summer in-boxes
World,US children 'abandoned in Africa'
World,Pakistan issues \$1m al-Qaeda list
World,Sex spam clogs summer in-boxes
Business,Update 14: Google Lowers Its IPO Price Range
Business,Oil hits new record on fresh Iraq threat
Business,Halliburton gets more time to justify bills to US Army
Business,Swisscom Confirms Possible Merger Talks
Sci/Tech,AOL releases Netscape browser update
Sci/Tech,"Attachmate Heightens Security, Centralises Management and Brings Microsoft Usability to Host Access with EXTRA! ..."
Sci/Tech,Save The Whales! Then What?
Sports,Sprinters #39; Withdrawals Lift Cloud Over Games
Sports,Shot put history in Olympia
World,Bomb found near Berlusconi villa
World,Three Georgian servicemen killed in South Ossetia
Business,OPEC: 'Very Small' Impact from Surge
Sci/Tech,Pakistan Mobile Phone Firms Vie for Pent-Up Demand (Reuters)
Sci/Tech,Pakistan Mobile Phone Firms Vie for Pent-Up Demand
Sci/Tech,Huge waves erode British coast
World,Chinese Official Sentenced to Death (AP)
World,Iraq Won't Send New Delegation to Najaf
Business,Google Sharply Reduces IPO Share Price
Business,Stocks Are Seen Off a Touch at Open
Business,Bank Of America Announced Layoffs
Sci/Tech,Cassini finds two little Saturn moons
Sci/Tech,IBM #39;s New Midrange Server Allows Multiple OS Environments
Sports,Phelps Advances in 200-Meter Medley
Sports,Ump says Ozzie threw spitter
World,Najaf truce offer rejected
World,Bomb Found on Island Hours after Blair Visit
World,"Don #39;t use Pearl as electoral pawn, family tells politicians"
Business,Mortgage Applications Jump in Aug 13 Week (Reuters)
Business,Mortgage Applications Jump in Aug 13 Week
World,High oil prices not hurting German economy: Schroeder (AFP)
World,"Rocket Slams Into Iraqi Market, Killing 5 (AP)"
Sci/Tech,Google Sharply Reduces IPO Share Price
Sci/Tech,E-passports to put new face on old documents
World,Eight to appear in London court on terror plot charges (AFP)
World,Arafat admits 'mistakes' to MPs
World,Stocks Are Seen Off a Touch at Open
World,Arafat Admits Palestinians Made Mistakes
Business,Google Slashes IPO Price Range
Business,Nortel shares down on news of criminal probe
Business,Florida may be insurance bellwether
Business,Taxing bodies must approve lawsuit
Sci/Tech,Spammers in bed with virus carriers
Sci/Tech,Microsoft unveils mainframe integration tool
Sci/Tech,Sewage waters a tenth of world #39;s irrigated crops
Sci/Tech,Ford scraps Oracle-based purchasing system
Sports,Sprinters Withdraw from Olympics Amid Swirling Controversies
Sports,Tarnished silver for US women
Sports,Preview: England-Ukraine
Sports,USA gets silver in kayak singles
World,Bomb defused after Blair #39;s Italy visit
World,Downer upbeat after North Korea meetings
World,Nepal #39;s Maoist Rebels Blockade Paralyzes Kathmandu
World,Pakistan Offers Bounties on Six Wanted Terror Suspects
Sci/Tech,Home users get key Windows update
Sci/Tech,BioVeris Still May Lose Its Investment
World,3 Georgian Soldiers Slain in South Ossetia (AP)
World,Slavery's Harsh History Is Portrayed in Promised Land
Business,Brookstone Posts a Narrower Loss (Reuters)
Business,"Stocks to Watch on Wednesday, August 18"
Sports,U.S. Men Qualify for Final in Shot Put (AP)
World,Garda quiz two over African death
World,Complaints follow Haiti acquittal
Business,Unanimous vote to raise British interest rates: official minutes (AFP)
Business,Talbots Profit Meets Lowered Forecast (Reuters)
Business,High oil costs hit more airlines
Sci/Tech,Million more in broadband's reach
Business,Google Lowers Price Range
Business,"Pentagon flipflops, will pay Halliburton fully"
Business,Report: Bank of America to lay off Fleet workers
Business,Applied doubles revenue
Sci/Tech,Sony Develops New Chip for More Real and Refined High Definition Video
Sports,"Athletes Return to Olympia Home After 1,611 Years (Update3)"
Sports,Dampier headed to Mavericks?
Sports,SI.com
World,"Rwanda, Burundi threaten with Congo invasion"
World,Soldier Killed in Action Named
Business,"Seiyu posts first half net loss on slower sales, higher costs (AFP)"
Business,Dollar Fights to Keep Off August Lows
Sci/Tech,Japanese bank taps RFID for document security
Sci/Tech,"Google drops target price, extends auction to Wednesday"
World,"Summer storms lash Europe, deaths in France (AFP)"
Business,Before-the-Bell: Taser Climbs
Sci/Tech,Google slashes target stock launch value (AFP)
World,Singapore Suspends Some Poultry Imports (AP)
World,Religion Experts Ask How Jesus Would Vote (AP)
Business,Oil tops \$47 a barrel
Business,Refinancings soar 21 as rates slump
Business,High oil costs hit more airlines
Business,Nestle Reports First Half Net Profit
Business,Georgia Power wins ruling on research study
Sci/Tech,Home users get key Windows update
Sci/Tech,This information has been provided by the State Statistics Committee
Sports,Greek sprinters #39; withdrawals lift cloud over Games
World,Germany #39;s Schroeder confirms adopting Russian toddler
Business,Before-the-Bell: Taser Climbs (Reuters)
Business,Dillard's Posts Narrower 2nd-Quarter Loss (Reuters)
Sci/Tech,"Gartner revises PC market forecast, warns of downside (MacCentral)"
World,Medical Experts Fear Charley's Aftermath
World,8 Terror Suspects Appear in British Court
World,Greek Sprinters Withdraw From Olympics
World,Google Cuts Its IPO Price Range
Business,Google Slashes Price of Shares in Initial Public Offering
Sci/Tech,How Old is the Milky Way?
Sci/Tech,"Google Lowers IPO Price, Limits Shares"
Sports,American Swimmers Fired Up by Relay Win
Sports,U.S. Rowers Advance
World,Google Confounds European Investors (Reuters)
World,Home users get Windows update
World,Assam strike over rebel attacks
Business,Google Slashes the Size of Its IPO
Business,Yukos sells gas stake
Business,Futures point lower
Business,Airlines under pressure from soaring fuel price
Business,Costco Tests Casket Market
Business,Global miner BHP Billiton posts record net profit as demand soars
Business,"Nestle Net Rises 2.1, Less Than Forecast, on Costs (Update6)"
Business,China Mobile increases earnings 7.8
Sci/Tech,Cassini-Huygens discovers two new Saturnian moons
Sports,Greek Sprinters Withdraw From Olympics
World,Can the peace in Najaf be achieved?
World,"Georgian, South Ossitian Forces Continue Fighting"
World,China battles for North Korea nuclear talks
World,Nepal rebels cut off routes to capital in first-ever blockade
World,Annan: Burmese Democracy Will Fail Without Participation By Opposition
World,"Philippine Rebels Free Troops, Talks in Doubt"
Business,Stocks Set to Open Lower as Oil Hits High
World,Zoo Separates Baby Rhino from Clumsy Mother (Reuters)
World,Hong Kong Politician's Detention Condemned (AP)
Business,Dillard's Loss Narrows But Off Estimates
Business,Eurozone inflation rate falls in July
Sports,US Sighs with Relief But Basketball Concerns Linger
Sports,Zijlaard-van Moorsel wins women #39;s road individual time trial
World,Najaf militants given hours to surrender or face lesson
World,Burundi Summit Expected to Focus on Massacre
Business,Monsanto Says Justice Dept Closes Inquiry (Reuters)
Business,Brown Shoe Earnings Drop 32 Percent (Reuters)
Business,Brown Shoe Earnings Drop 32 Percent
Sci/Tech,SAP users warned of false support calls
World,Five killed in Kashmir violence
World,U.S. Men Qualify for Final in Shot Put
World,Google Cuts Its IPO Price Range
Business,Oil Prices Surge to a New High Today
World,Iraqis Decline to Send 2nd Peace Mission to Najaf
Business,"Google lowers price range, number of shares, for its IPO"
Business,China Mobile Reports Jump in Profits
Sci/Tech,Intel delays HDTV market debut
Sci/Tech,Script kiddies join forces with spammers
Sci/Tech,Microsoft readies Host Integration Server 2004
Sci/Tech,Cryptography break threatens digital signatures
Sports,Endurance swimmers short-changed at Olympics: Hackett
Business,Oil at New Record
Sci/Tech,Radiation and Drug Combo Help With Prostate Cancer
Sci/Tech,Medical Experts Fear Hurricane Charley's Aftermath
Sci/Tech,Malaysia's Sea Turtles Are in Trouble (AP)
Sci/Tech,Future Flyers: Pushing Forward for Personal Aircraft (SPACE.com)
Sci/Tech,Twisted Physics: How Black Holes Spout Off (SPACE.com)
World,Kerry to Attack Bush Troop Withdrawal Plan (Reuters)
Business,Google Cuts IPO Price by a Quarter to \$85-\$95 a Share (Update7)
Business,Supply worries push oil to record
Business,8/17/04 - Us Concerned About Yukos
Business,Dillard #39;s Posts Narrower 2Q Loss
Business,Stocks Open Lower
Business,E*Trade Says Customer Trading Dipped in July
Business,Brown Shoe Earnings Drop 32 Percent
Business,Cendant Steals Home
Sci/Tech,Malaysia turtle nesting sites at risk -scientists
Sports,American Swimmers Fired Up by Relay Win
Sports,Dope scandal athletes withdraw
Sports,Renewed focus ends nightmare
Sports,Not quite good as gold
World,Burundi police fire tear gas at massacre protest
Business,BellSouth:  #36;3.3 Bln Rise in Benefit Costs (Reuters)
Business,Crude Oil Prices Surge Again
Business,UK challenge of India outsourcing
Business,"Google, Set for Offering, Cuts Share Price by About a Quarter"
Sci/Tech,Windows XP Security Update Delayed
Sci/Tech,New PC Is Created Just for Teenagers
Sci/Tech,Violence Tackled at Online Gaming Parlors
Sci/Tech,Web Site Shows New York Drug Prices
Sci/Tech,U.S. Broadband Growth Slows - Analyst
Sci/Tech,Google Slashes Its IPO Price Range
Sports,GB badminton duo make final
World,Bomb Found in Town Near Berlusconi Villa (AP)
World,"Just Keep It Peaceful, Protesters; New York Is Offering Discounts"
World,Huge boost to Darfur aid effort
Business,"Google, Set for Offering, Cuts Share Price by About a Quarter"
Business,BHP profit rises 78 on Chinese demand
Business,BellSouth: \$3.3 Bln Rise in Benefit Costs
Business,"Military flipflops, will pay Halliburton fully"
Business,"Dillard #39;s misses estimates, shares plunge"
Business,Barclays to Buy CIBC Credit Card Unit for \$293 Mln (Update1)
Business,Applied Materials
Business,Nestle #39;s 1st Half Net Profit Hits \$2.28B
Sci/Tech,Ringtones are music to record labels #39; ears
Sci/Tech,Malaysia #39;s Sea Turtles Are in Trouble
Sports,Kenteris and Thanou Withdraw; Thorpe Targets 3rd Gold (Update2)
Sports,"LeBron, USA Slide By Greece"
Sports,US women crush South Korea for third straight blowout win
Sports,Canadian tutu man gets five months for Olympic plunge
World,Howard stands by overboard account
Business,Weak Ice Cream Sales Melt Nestle's Profit (Reuters)
Business,Weak Ice Cream Sales Melt Nestle's Profit
Business,ING to Withdraw \$5 Bln from Janus Funds
Sci/Tech,Tech Goes for Gold in Athens
World,Hilton Offers Reward for Lost Chihuahua
World,Arafat Admits Palestinians Made Mistakes
Business,Air Canada Stock Plunges on Review
Business,Pentagon Backs Off Halliburton
Sci/Tech,Rival Targets Apple's iTunes Customers (AP)
Business,Air Canada Stock Plunges on Review (Reuters)
Sports,U.S. Shooter Wins Gold
World,"US says ""getting nowhere"" with crisis in Darfur (AFP)"
Sports,Utah's Smith Sets Sights on Heisman Award (AP)
Business,Economies Not Yet Dented by Oil Prices
Business,Stocks Up; Investors Bottom Fishing
World,England reach for the painkillers as World Cup qualifiers loom (AFP)
World,Delegate: Al-Sadr Agrees to Withdraw (AP)
World,Shanghai's Economy Grows 14.7 Percent (AP)
Business,Web giant Google cuts IPO prices
Business,Record \$4.7bn profit for BHP
Business,Insurers #39; Storm Swirls Around Chubb
Business,Dillard #39;s Posts Narrower Loss in 2Q
Business,Cox Hires Advisers on Parent Bid
Sci/Tech,Is Upgrading to Windows XP SP2 Worthwhile?
Sci/Tech,Google cold shoulder confounds European investors
Sci/Tech,A Nokia Smartphone With An Edge
Sci/Tech,Microsoft wants Web designers to use content tagging
Sports,US comes in second in women #39;s cycling
Sports,Alonso Next in at Anfield
Sports,Let the Games (and parties!) begin
Sports,Wilkinson Ready To Take Next Step Along Road Back
Sports,Berry misses cut at US Amateur
World,Bomb Found in Town Near Berlusconi Villa
World,Downer positive over North Korea talks
World,Hong Kong pro-Beijing politicians accuse opponents of misleading public over sex scandal
World,Iran retaliation threat to Israeli N-plant
World,N. Ireland deal hinges on IRA disarmament (AFP)
Sci/Tech,"Cisco Gets New Partner, Clients, Product in the Core"
Sports,Sportsview: Bills Get Playoff Hunger (AP)
Sci/Tech,Creating Compelling Search Engine Ads and Landing Pages
World,Iraq Delegates Say Sadr Agrees to End Najaf Crisis
World,Europe Urged to Continue China Arms Sales Ban
World,"Militants, Israeli Troops Battle in Gaza"
World,THE UNITED NATIONS The Campaign against Kofi
World,Hamas Militants Kill Israeli Soldier
Business,US oil stockpiles drop
Business,Barclays Move Towards US Credit Card Market
Business,Ford dumps \$200m Oracle system
Sci/Tech,Japan firm unveils world #39;s lightest flying micro-robot
Sci/Tech,China Unicom cuts ties with 45 ISPs to curb web porn
World,Fighting Resumes In Al-Najaf After Peace Mission Fails
World,What #39;s behind Israeli construction permits?
World,Chirac and Schroeder to meet with Putin
World,UN concerned by lack of Darfur progress on ground
World,"Get them caught, get 6 crores"
Business,Economies Not Yet Dented by Oil Prices (Reuters)
Business,SEC Bars Some Mutual Fund Fees (Reuters)
Business,Google Slashes IPO's Size
Business,SEC Bars Some Mutual Fund Fees
Business,Stocks Open Lower in Moderate Trading
Business,BellSouth Sees Higher Benefits Expense
Business,McDonald #39;s tests MasterCard PayPass
Business,Chinese boom pays off for BHP
Sci/Tech,Real v Apple music war: iPod freedom petition backfires
Sci/Tech,Security Watch Letter:New MyDoom Piggybacks More Dangerous Worm
Sci/Tech,IBM Offers New POWER5 eServer i5 550
Sci/Tech,"Marriage between security, business needs"
Sports,Life of Reilly: Athens style
Sports,Springboks targets scrum
Sports,Dyer up for sale on ebay
Sports,Chicago White Sox Team Report - August 18
World,Iraqi Delegates Say Sadr Agrees to End Najaf Crisis
World,Howard defiant as attacks mount
World,6 dead in typhoon deluge
World,Health hurdle for Latham #39;s campaign
Business,AT amp;T team wins \$1bn network deal
Business,Profit Takers Ambush Treasuries
Business,Steel boom boosts Iscor's profits
Sci/Tech,Boy Escapes Cougar Near Canada's Jasper Park (Reuters)
Business,Tiffany  amp; Co. selling stake in Aber Diamond
Business,Intel Says It's Recovered from Missteps (Reuters)
Sports,Illini Hope To Reinvigorate Football Program With Zook
Sports,Zeeland #39;s Kaat to be considered for Hall
Sports,Athletes cheat way to fame and fortune
Sci/Tech,Cisco-Fujitsu Deal Highlights Japan #39;s Internet Dominance
Business,Citigroup faces regulatory probe
Sci/Tech,eCOST.com Cuts IPO Price to  #36;7 a Share from  #36;9- #36;11 (Reuters)
Business,OPEC Hawks Want to Keep Prices High
Business,Google Slashes IPO #39;s Size
Business,Update 3: Russia: China to Cover Yukos #39; Rail Fees
